,type,features,nom,id,essonne,cpts,cpts_code,indicateur_1,indicateur_2,indicateur_3,indicateur_4
8165,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2939292380426766, 48.712127854683374], [2.266836157460963, 48.718278739159594], [2.2507500658388238, 48.726220062594095], [2.2354627183722604, 48.72756225721492], [2.238024480498268, 48.735556866087364], [2.274517532473191, 48.74071323297028], [2.2794081603728764, 48.73319644028643], [2.297330363998667, 48.73816932540733], [2.303837317833271, 48.72949174787579], [2.3017387566500322, 48.719675369706856], [2.2939292380426766, 48.712127854683374]]]}, 'properties': {'code': '91377', 'nom': 'Massy'}}",Massy,91377,True,Noé Santé,4,5,9,3,5
8166,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.53361600680745, 48.65733138882678], [2.547965472243832, 48.649660019648366], [2.5364551449431967, 48.631112986937026], [2.521412146260689, 48.631881052254236], [2.5052227169216263, 48.63185089175152], [2.491619382121478, 48.639412478063754], [2.5103167717680006, 48.65886602317709], [2.518164313867673, 48.66037317213775], [2.53361600680745, 48.65733138882678]]]}, 'properties': {'code': '91617', 'nom': 'Tigery'}}",Tigery,91617,True,Santé Seine Essonne,7,3,4,0,9
8689,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.038487964945083, 48.4458779571193], [2.0633668588992475, 48.44306293278501], [2.0808195938267984, 48.43019877239503], [2.1064930610368373, 48.427776769672455], [2.094555476435596, 48.41291308571504], [2.0767684965847355, 48.41223613581114], [2.071615030046243, 48.39259097354121], [2.050594168894207, 48.38510966658161], [2.022367831456806, 48.395758051199316], [2.001713279162818, 48.395603937502386], [2.0054042897155697, 48.40117731643888], [2.020850204464483, 48.414135945663844], [2.0209030188132373, 48.43742094435422], [2.038487964945083, 48.4458779571193]]]}, 'properties': {'code': '91130', 'nom': 'Chalo-Saint-Mars'}}",Chalo-Saint-Mars,91130,True,PEPS,5,4,2,1,5
8690,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.161589346735701, 48.29843692787257], [2.110599785181183, 48.29694895146957], [2.1137168537022584, 48.30724786045628], [2.1187659231250597, 48.32389538067789], [2.13137506355887, 48.32342170626509], [2.1295196327481944, 48.315688056039306], [2.1538775336805545, 48.3084055571134], [2.1619003390242177, 48.302623098799735], [2.161589346735701, 48.29843692787257]]]}, 'properties': {'code': '91222', 'nom': 'Estouches'}}",Estouches,91222,True,PEPS,5,1,4,1,5
9206,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.325042593640293, 48.71092273556821], [2.344130876678268, 48.71693867375812], [2.3556953525430724, 48.71388054187948], [2.351677731478892, 48.70247151116366], [2.3281702656974748, 48.687535986567006], [2.316143464523056, 48.69198304639008], [2.325042593640293, 48.71092273556821]]]}, 'properties': {'code': '91432', 'nom': 'Morangis'}}",Morangis,91432,True,Nord Essonne - Hygie,3,7,6,3,3
9207,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.038487964945083, 48.4458779571193], [2.0209030188132373, 48.43742094435422], [1.9949439096573374, 48.42956536467245], [1.9717059423168806, 48.437085785325415], [1.9805227626989812, 48.453059651955535], [2.011372091753471, 48.45889869757596], [2.0202792975252657, 48.45709218891816], [2.038487964945083, 48.4458779571193]]]}, 'properties': {'code': '91495', 'nom': 'Plessis-Saint-Benoist'}}",Plessis-Saint-Benoist,91495,True,PEPS,5,6,6,1,2
9208,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.439394862714953, 48.5770652315425], [2.432500656349478, 48.58902362117405], [2.450467092051464, 48.59548571501212], [2.4636782385803104, 48.595240125014065], [2.4695700366914006, 48.57855289872087], [2.442308114501314, 48.57719586324235], [2.439394862714953, 48.5770652315425]]]}, 'properties': {'code': '91659', 'nom': 'Villabé'}}",Villabé,91659,True,Santé Seine Essonne,7,2,7,4,0
10256,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.347631378257029, 48.55740961703829], [2.3427560383190698, 48.55283088682573], [2.317022752922144, 48.55291979421498], [2.313281782316677, 48.5757565682631], [2.326590094046657, 48.592942326916614], [2.338445908821838, 48.5904990451477], [2.336268763275241, 48.573860069524244], [2.347631378257029, 48.55740961703829]]]}, 'properties': {'code': '91332', 'nom': 'Leudeville'}}",Leudeville,91332,True,Cur Essonne,1,3,4,6,7
10790,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1486514992464762, 48.48069083390285], [2.161588619852922, 48.47472816792139], [2.1702227673377945, 48.46520290950241], [2.164839424151789, 48.45409472059104], [2.1362274462807407, 48.45282834544867], [2.123897760161376, 48.44847349114991], [2.1147822515855865, 48.46214396246326], [2.1209127863287773, 48.467641527904696], [2.1486514992464762, 48.48069083390285]]]}, 'properties': {'code': '91109', 'nom': 'Brières-les-Scellés'}}",Brières-les-Scellés,91109,True,PEPS,5,6,5,8,7
10791,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.318955219090848, 48.4417190034295], [2.3038856911183765, 48.439134987005716], [2.2772569322863085, 48.449380459944926], [2.281768613994246, 48.45965498305527], [2.292920353380398, 48.45920912249712], [2.307421253152361, 48.45402261656605], [2.318955219090848, 48.4417190034295]]]}, 'properties': {'code': '91473', 'nom': 'Orveau'}}",Orveau,91473,True,Val d Essonne et des 2 Vallées,9,1,2,1,2
11309,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.189517467290175, 48.754161953451856], [2.1906629770447217, 48.77503676424566], [2.220075266921229, 48.77106803510698], [2.2265593271545225, 48.77610203162176], [2.228842571858961, 48.77446184284944], [2.232859032169924, 48.76598806763034], [2.2264149854342636, 48.75003536744732], [2.204036107205519, 48.73691812290867], [2.1902378300676126, 48.73928984710275], [2.189517467290175, 48.754161953451856]]]}, 'properties': {'code': '91064', 'nom': 'Bièvres'}}",Bièvres,91064,True,Noé Santé,4,2,0,5,8
11310,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2451572396846844, 48.29839663685122], [2.24943063643347, 48.31458358185064], [2.238046845675527, 48.316373357629175], [2.2463104426214158, 48.32995855018675], [2.254452154739726, 48.3419676918258], [2.27663957792735, 48.341988310165085], [2.2691184876976376, 48.315039685224505], [2.254850825512462, 48.30140931017039], [2.2451572396846844, 48.29839663685122]]]}, 'properties': {'code': '91067', 'nom': 'Blandy'}}",Blandy,91067,True,PEPS,5,1,7,1,3
11311,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[1.9342786007936987, 48.495775684129725], [1.952893097370138, 48.52348891997125], [1.9676691168255507, 48.52623615133513], [1.963851483099292, 48.51448943262779], [1.9782530148390665, 48.505770466566176], [1.991581326565225, 48.486433511946515], [1.9900095289983364, 48.47738738965908], [1.96870059626075, 48.475845725391515], [1.9556254941593396, 48.47264552301906], [1.9331084385639197, 48.48142425266525], [1.9342786007936987, 48.495775684129725]]]}, 'properties': {'code': '91175', 'nom': 'Corbreuse'}}",Corbreuse,91175,True,Sud Hurepoix,8,4,1,7,2
11312,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2578806706579857, 48.65014952436092], [2.2730066862828746, 48.6519068730687], [2.2800376595698904, 48.64356128097839], [2.281575738855799, 48.627005953057264], [2.2677362779467916, 48.63756316545087], [2.2529304064878883, 48.63935126296116], [2.248510890675267, 48.64560217799169], [2.2578806706579857, 48.65014952436092]]]}, 'properties': {'code': '91425', 'nom': 'Montlhéry'}}",Montlhéry,91425,True,Val d Orge,10,5,3,5,2
11313,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.347631378257029, 48.55740961703829], [2.336268763275241, 48.573860069524244], [2.338445908821838, 48.5904990451477], [2.362191410663048, 48.601486242605425], [2.38939772503709, 48.60155692401414], [2.39857007664951, 48.607126803299685], [2.40715855354486, 48.594945073656504], [2.393595268370176, 48.58927254462244], [2.385247043383429, 48.58195230137299], [2.383194196426869, 48.56630722601154], [2.3626169513511956, 48.56540713736641], [2.347631378257029, 48.55740961703829]]]}, 'properties': {'code': '91648', 'nom': 'Vert-le-Grand'}}",Vert-le-Grand,91648,True,Val d Essonne et des 2 Vallées,9,3,1,8,9
11314,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4845471527861833, 48.729068778666154], [2.510054891895879, 48.73466277546199], [2.519082341032418, 48.712636156230246], [2.5031940045310126, 48.70975577024536], [2.4892668628969865, 48.70139105813874], [2.4822845371791535, 48.68986068010297], [2.4746215199974753, 48.69610820609987], [2.476146486442768, 48.71128608427603], [2.465470289022864, 48.71197628643998], [2.4753847013830987, 48.727598744982615], [2.4845471527861833, 48.729068778666154]]]}, 'properties': {'code': '91691', 'nom': 'Yerres'}}",Yerres,91691,True,Val d Yerres,11,0,2,8,6
11839,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.371882386886098, 48.68570541459975], [2.385900735215422, 48.68348474452221], [2.3963395410812343, 48.67353575082403], [2.3795536208266777, 48.663159342254346], [2.3657728695874067, 48.646212051220296], [2.362493724380748, 48.647957599547354], [2.364966538758132, 48.65560764217624], [2.355465432354747, 48.67081219590897], [2.371882386886098, 48.68570541459975]]]}, 'properties': {'code': '91687', 'nom': 'Viry-Châtillon'}}",Viry-Châtillon,91687,True,Nord Essonne - Hygie,3,8,4,4,2
12360,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.371882386886098, 48.68570541459975], [2.3596904856548475, 48.699537533316864], [2.389918982964489, 48.69186154369031], [2.385900735215422, 48.68348474452221], [2.371882386886098, 48.68570541459975]]]}, 'properties': {'code': '91326', 'nom': 'Juvisy-sur-Orge'}}",Juvisy-sur-Orge,91326,True,Nord Essonne - Hygie,3,5,4,1,3
12361,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4127003677144576, 48.45627251706655], [2.4446720474306582, 48.45263887700131], [2.468439836010719, 48.44407508225696], [2.4610926940931384, 48.42475327025847], [2.450196279903263, 48.41585952602722], [2.4239319078118373, 48.421240873290245], [2.4224109535799374, 48.43418867098048], [2.412343766898887, 48.44583480177091], [2.4127003677144576, 48.45627251706655]]]}, 'properties': {'code': '91408', 'nom': 'Moigny-sur-École'}}",Moigny-sur-École,91408,True,Val d Essonne et des 2 Vallées,9,0,0,1,9
12362,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.0141722364782457, 48.337827033592866], [2.012052275293351, 48.354428078310924], [2.0279924810936083, 48.36117315644689], [2.0441888695823502, 48.36072907807555], [2.0585894946657772, 48.35725436091282], [2.0618315653210164, 48.34351378085326], [2.043787279615655, 48.33304913390594], [2.0141722364782457, 48.337827033592866]]]}, 'properties': {'code': '91414', 'nom': 'Monnerville'}}",Monnerville,91414,True,PEPS,5,2,2,0,0
12363,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.235914963223853, 48.39729953046105], [2.2328187527491314, 48.396532781871926], [2.221074424800409, 48.39679809876571], [2.2081869861934074, 48.40892596344303], [2.195520592664566, 48.42752292313633], [2.1734626917814186, 48.43813180078082], [2.1743078913564657, 48.45059825030526], [2.164839424151789, 48.45409472059104], [2.1702227673377945, 48.46520290950241], [2.161588619852922, 48.47472816792139], [2.1891705506355565, 48.47518425809935], [2.1932176681688835, 48.480345189300074], [2.2098695850584416, 48.471739496995035], [2.2394828400724016, 48.443926343903186], [2.2449731795796115, 48.43544147760722], [2.243926079540103, 48.41331153973541], [2.235914963223853, 48.39729953046105]]]}, 'properties': {'code': '91433', 'nom': 'Morigny-Champigny'}}",Morigny-Champigny,91433,True,PEPS,5,2,0,3,2
12883,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2359569999819686, 48.36093322605407], [2.229800691687992, 48.36092035947594], [2.2220834004275147, 48.368778556372085], [2.2446016148686923, 48.37946895290033], [2.2475678025107024, 48.38737830427704], [2.258715758940394, 48.372720215294216], [2.2537430390243065, 48.36152343845664], [2.2359569999819686, 48.36093322605407]]]}, 'properties': {'code': '91075', 'nom': 'Bois-Herpin'}}",Bois-Herpin,91075,True,PEPS,5,0,8,5,4
12884,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2034622493012392, 48.72104768480697], [2.212902284262253, 48.728791792979074], [2.2354627183722604, 48.72756225721492], [2.2507500658388238, 48.726220062594095], [2.266836157460963, 48.718278739159594], [2.259350272540408, 48.70648537617329], [2.2392538705358174, 48.70156467635399], [2.209710986462325, 48.701579495862916], [2.1934543883465834, 48.71020470421476], [2.193479634091989, 48.71869596677261], [2.2034622493012392, 48.72104768480697]]]}, 'properties': {'code': '91477', 'nom': 'Palaiseau'}}",Palaiseau,91477,True,Noé Santé,4,7,4,6,5
12885,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.277011679352691, 48.67056911377162], [2.2761226585839665, 48.66022836796182], [2.2730066862828746, 48.6519068730687], [2.2578806706579857, 48.65014952436092], [2.248754347269075, 48.66646354314578], [2.2649808766187807, 48.67043258024148], [2.277011679352691, 48.67056911377162]]]}, 'properties': {'code': '91665', 'nom': 'Ville-du-Bois'}}",Ville-du-Bois,91665,True,Cur Santé Orge Yvette,2,0,3,8,0
13409,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4450532910479774, 48.475437516282184], [2.4563558173236215, 48.476281469623935], [2.483908020879413, 48.462082250893886], [2.4996414030774567, 48.45905484822451], [2.497940704914491, 48.45726638241757], [2.468439836010719, 48.44407508225696], [2.4446720474306582, 48.45263887700131], [2.4450532910479774, 48.475437516282184]]]}, 'properties': {'code': '91195', 'nom': 'Dannemois'}}",Dannemois,91195,True,Val d Essonne et des 2 Vallées,9,5,3,6,1
13410,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.245486451736617, 48.673656958831586], [2.2649808766187807, 48.67043258024148], [2.248754347269075, 48.66646354314578], [2.2578806706579857, 48.65014952436092], [2.248510890675267, 48.64560217799169], [2.2402377304741283, 48.64509995042233], [2.2084402309889426, 48.66614869176662], [2.218323012503787, 48.67182686112159], [2.245486451736617, 48.673656958831586]]]}, 'properties': {'code': '91458', 'nom': 'Nozay'}}",Nozay,91458,True,Cur Santé Orge Yvette,2,6,3,1,4
14989,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.373362427118079, 48.43411971429808], [2.387445387673878, 48.41131457674957], [2.376713917280557, 48.409162407106145], [2.352122448648694, 48.41223349501825], [2.331328086821013, 48.40768262945716], [2.3323401205366325, 48.412051810921625], [2.3575325929209785, 48.41960431290066], [2.3559162482617992, 48.42576732183786], [2.373362427118079, 48.43411971429808]]]}, 'properties': {'code': '91184', 'nom': 'Courdimanche-sur-Essonne'}}",Courdimanche-sur-Essonne,91184,True,Val d Essonne et des 2 Vallées,9,8,3,6,0
14990,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4319289374563215, 48.611734338397895], [2.4226142300821527, 48.63098440474639], [2.413329247562272, 48.636075294324215], [2.4377609929703827, 48.6484714220005], [2.452264167268353, 48.63760993335715], [2.4703427226419548, 48.62549423744305], [2.4369814141572337, 48.61116464222899], [2.4319289374563215, 48.611734338397895]]]}, 'properties': {'code': '91228', 'nom': 'Évry'}}",Évry,91228,True,Centre Essonne,0,5,2,0,8
